class,1-Push&Pull,10-Draw-Zigzag(V),11-Draw-N(V),12-Draw-O(V),13-Draw-1,14-Draw-2,15-Draw-3,16-Draw-4,17-Draw-5,18-Draw-6,19-Draw-7,2-Sweep,20-Draw-8,21-Draw-9,22-Draw-10,3-Clap,4-Slide,5-Draw-N(H),6-Draw-O(H),7-Draw-Rectangle(H),8-Draw-Triangle(H),9-Draw-Zigzag(H)
1-Push&Pull,0.0,10.794129336347414,11.447706140838942,10.50193119946453,9.579891065706901,11.759605982859068,11.372128278010424,10.95034576463145,12.685354818559,12.129819428271148,9.806161526327243,11.079418345218691,12.849414872834199,10.713196423949459,11.93600099779368,10.312176057292273,10.444814326784853,10.57250872087715,9.509953707441886,12.421665320325827,10.981167915030511,11.596899516417219
10-Draw-Zigzag(V),10.794129336347414,0.0,10.055203297763647,9.727485409072239,12.74660736506458,12.12268264575149,9.23592972536668,12.833679495062976,12.25971259702457,12.275889000154885,13.450517895957736,10.500661718759137,10.102432478923927,11.300669615068136,14.508227874740358,12.10025300592108,10.124581667625366,11.075740078691073,10.881310366059928,11.270082765789939,11.856057573339788,12.00005369912996
11-Draw-N(V),11.447706140838942,10.055203297763647,0.0,8.522813248233188,12.138888415387918,13.002381592121047,11.621413513214625,15.180100246334467,12.357364103281594,11.28286004463156,11.631974931445471,9.660835303216658,11.522694746702136,12.204648491148745,13.80570883437071,12.21165307038421,12.377515469343399,10.852410260214524,10.80663896332402,8.880935678902151,10.055976199235685,13.60802168766032
12-Draw-O(V),10.50193119946453,9.727485409072239,8.522813248233188,0.0,9.89293735583574,13.010971133944146,11.66649241420366,14.303768938891524,11.170375535588697,9.682720240035186,11.076218866797495,9.16548787084196,11.70968684475651,11.066767412084555,12.741602161827554,10.775801949074644,10.324759160145794,9.902232730177506,8.775886409260018,10.45922340041104,9.777824654482666,12.451425224129565
13-Draw-1,9.579891065706901,12.74660736506458,12.138888415387918,9.89293735583574,0.0,13.488743647693903,13.711407185477574,14.651310818624092,14.746296732986146,11.343533136001538,11.56426239956353,11.052631497977687,14.66105217092999,12.866355205876328,13.578140239226691,10.875064265061813,11.558514378587398,11.630094687390056,10.935614532390044,13.91557791351536,12.496671096753833,13.741682496721147
14-Draw-2,11.759605982859068,12.12268264575149,13.002381592121047,13.010971133944146,13.488743647693903,0.0,9.881876807485256,11.60143847950319,15.047117984380629,13.6971067534371,10.32089457400091,11.32539731769052,14.202839262276184,13.699062884856744,15.549173197780856,11.631810776878032,11.793546239714058,11.22741215499444,12.900811298896476,12.2935092866024,11.17870633046247,8.894674464339293
15-Draw-3,11.372128278010424,9.23592972536668,11.621413513214625,11.66649241420366,13.711407185477574,9.881876807485256,0.0,13.444544263905124,11.459015915528386,12.332269571822788,11.691662516237525,11.213305044505965,12.325214676507011,12.061093897665538,14.466516722969747,12.526151196588788,11.31340684792188,11.379551509948842,11.51808845457411,11.673524730963626,10.948894357483,11.643262576810832
16-Draw-4,10.95034576463145,12.833679495062976,15.180100246334467,14.303768938891524,14.651310818624092,11.60143847950319,13.444544263905124,0.0,15.107223289914062,15.263959624122547,14.710007086888865,13.979752495880495,11.819190768133158,14.143595730181817,16.171708769224292,13.459861549439214,11.374411984456419,12.307114641957194,13.653721842130714,15.267287553217066,13.70897207057852,11.875865920441804
17-Draw-5,12.685354818559,12.25971259702457,12.357364103281594,11.170375535588697,14.746296732986146,15.047117984380629,11.459015915528386,15.107223289914062,0.0,9.330057375524502,13.1962931504262,13.679916614780511,10.16072442628442,10.128541273976035,12.213649843044395,13.815653634174707,12.287230023831883,12.498783277090476,10.437808834905812,12.193186948252567,11.350479950208232,15.683417881125095
18-Draw-6,12.129819428271148,12.275889000154885,11.28286004463156,9.682720240035186,11.343533136001538,13.6971067534371,12.332269571822788,15.263959624122547,9.330057375524502,0.0,11.858264402853475,10.180389466947856,11.91502548940506,8.205168533041107,12.87145138775427,12.744369521706197,11.784454871990004,11.636846525972997,11.127984117031618,12.897196106434341,11.339195597486288,14.532322014224473
19-Draw-7,9.806161526327243,13.450517895957736,11.631974931445471,11.076218866797495,11.56426239956353,10.32089457400091,11.691662516237525,14.710007086888865,13.1962931504262,11.858264402853475,0.0,10.261043409306302,14.771557922765973,11.940985983586474,11.71076637339063,9.516889713521675,12.564160892002922,11.569028974970944,10.316675869921339,11.299284757247518,9.904130701248567,12.412763630442647
2-Sweep,11.079418345218691,10.500661718759137,9.660835303216658,9.16548787084196,11.052631497977687,11.32539731769052,11.213305044505965,13.979752495880495,13.679916614780511,10.180389466947856,10.261043409306302,0.0,13.329371120180497,10.894900590951602,13.569735138341438,10.80170313028419,10.892687125309862,11.671583445254308,11.142773629742104,11.627591046842364,11.374901205698515,11.819643126263447
20-Draw-8,12.849414872834199,10.102432478923927,11.522694746702136,11.70968684475651,14.66105217092999,14.202839262276184,12.325214676507011,11.819190768133158,10.16072442628442,11.91502548940506,14.771557922765973,13.329371120180497,0.0,12.616784208800867,13.922472432881895,14.115365240163174,12.02009452915567,11.524127164342646,11.467754941539274,11.689781691673655,11.489187837644609,15.015017712345278
21-Draw-9,10.713196423949459,11.300669615068136,12.204648491148745,11.066767412084555,12.866355205876328,13.699062884856744,12.061093897665538,14.143595730181817,10.128541273976035,8.205168533041107,11.940985983586474,10.894900590951602,12.616784208800867,0.0,12.391727647487784,12.682333048694769,11.409094455227567,12.614693352054308,11.241897435147054,13.002365461149331,12.76015594960682,13.548935011483161
22-Draw-10,11.93600099779368,14.508227874740358,13.80570883437071,12.741602161827554,13.578140239226691,15.549173197780856,14.466516722969747,16.171708769224292,12.213649843044395,12.87145138775427,11.71076637339063,13.569735138341438,13.922472432881895,12.391727647487784,0.0,12.657582297302875,12.920412740162353,14.137618664160968,7.534265630193459,12.8058804591847,13.245667979672847,16.708843739106214
3-Clap,10.312176057292273,12.10025300592108,12.21165307038421,10.775801949074644,10.875064265061813,11.631810776878032,12.526151196588788,13.459861549439214,13.815653634174707,12.744369521706197,9.516889713521675,10.80170313028419,14.115365240163174,12.682333048694769,12.657582297302875,0.0,10.501269799779605,12.301456279591413,10.853492716683652,12.893952123453758,11.743005335176608,12.317071252441622
4-Slide,10.444814326784853,10.124581667625366,12.377515469343399,10.324759160145794,11.558514378587398,11.793546239714058,11.31340684792188,11.374411984456419,12.287230023831883,11.784454871990004,12.564160892002922,10.892687125309862,12.02009452915567,11.409094455227567,12.920412740162353,10.501269799779605,0.0,11.076494257152719,10.350719295208924,12.546383246675687,12.044404707407903,12.018779270535688
5-Draw-N(H),10.57250872087715,11.075740078691073,10.852410260214524,9.902232730177506,11.630094687390056,11.22741215499444,11.379551509948842,12.307114641957194,12.498783277090476,11.636846525972997,11.569028974970944,11.671583445254308,11.524127164342646,12.614693352054308,14.137618664160968,12.301456279591413,11.076494257152719,0.0,10.638184277230296,11.113098101327921,7.869468575211421,12.997946220691803
6-Draw-O(H),9.509953707441886,10.881310366059928,10.80663896332402,8.775886409260018,10.935614532390044,12.900811298896476,11.51808845457411,13.653721842130714,10.437808834905812,11.127984117031618,10.316675869921339,11.142773629742104,11.467754941539274,11.241897435147054,7.534265630193459,10.853492716683652,10.350719295208924,10.638184277230296,0.0,9.41829421768558,9.75690094600819,13.581838902262493
7-Draw-Rectangle(H),12.421665320325827,11.270082765789939,8.880935678902151,10.45922340041104,13.91557791351536,12.2935092866024,11.673524730963626,15.267287553217066,12.193186948252567,12.897196106434341,11.299284757247518,11.627591046842364,11.689781691673655,13.002365461149331,12.8058804591847,12.893952123453758,12.546383246675687,11.113098101327921,9.41829421768558,0.0,8.163070987224616,13.359968373177677
8-Draw-Triangle(H),10.981167915030511,11.856057573339788,10.055976199235685,9.777824654482666,12.496671096753833,11.17870633046247,10.948894357483,13.70897207057852,11.350479950208232,11.339195597486288,9.904130701248567,11.374901205698515,11.489187837644609,12.76015594960682,13.245667979672847,11.743005335176608,12.044404707407903,7.869468575211421,9.75690094600819,8.163070987224616,0.0,13.126166343380945
9-Draw-Zigzag(H),11.596899516417219,12.00005369912996,13.60802168766032,12.451425224129565,13.741682496721147,8.894674464339293,11.643262576810832,11.875865920441804,15.683417881125095,14.532322014224473,12.412763630442647,11.819643126263447,15.015017712345278,13.548935011483161,16.708843739106214,12.317071252441622,12.018779270535688,12.997946220691803,13.581838902262493,13.359968373177677,13.126166343380945,0.0
